season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share,kda_enhanced,efficiency_score,role,popularity_tier,impact_score
10,Main,Irelia,8,10.5,6.0,2,2.0,1,1,50.0,4.0,3.5,3.0,2.0,282.5,9.66,12.7,435.0,12900.0,441.0,56.0,32.0,24.3,2.0,52.0,other,Bajo,5.46
10,Main,Kassadin,5,6.6,3.0,2,2.0,0,2,0.0,2.5,6.0,0.5,0.5,201.5,6.87,9.8,333.0,8900.0,303.0,42.9,35.7,22.1,0.5,0.5,other,Bajo,0.033
10,Main,Mordekaiser,5,6.6,3.0,2,2.0,0,2,0.0,4.0,3.5,2.5,1.86,281.0,7.37,14.2,373.0,14400.0,379.0,68.4,42.1,22.7,1.8571428571428572,1.8571428571428572,other,Bajo,0.12257142857142857
10,Main,Taric,3,3.9,,3,2.0,1,2,33.3,0.0,1.67,4.33,2.6,31.67,1.09,6.3,215.0,1200.0,42.0,59.1,0.0,12.4,2.5928143712574854,35.89281437125748,other,Bajo,1.3998197604790417
10,Main,Draven,3,3.9,1.0,2,2.0,1,1,50.0,2.5,1.5,4.5,4.67,277.0,8.63,13.8,431.0,12200.0,379.0,66.7,23.8,22.9,4.666666666666667,54.666666666666664,other,Bajo,2.1319999999999997
10,Main,Fiora,2,2.6,,2,2.0,1,1,50.0,5.0,4.0,2.5,1.88,320.5,9.4,14.8,434.0,21300.0,623.0,53.6,35.7,24.6,1.875,51.875,other,Bajo,1.34875
10,Main,Vel'Koz,2,2.6,,2,2.0,0,2,0.0,1.5,3.0,1.0,0.83,248.5,8.95,10.0,359.0,13500.0,486.0,38.5,23.1,22.8,0.8333333333333334,0.8333333333333334,other,Bajo,0.02166666666666667
10,Main,Ziggs,2,2.6,,2,1.0,0,2,0.0,1.0,3.5,0.5,0.43,250.0,7.88,11.1,350.0,19900.0,629.0,30.0,20.0,22.1,0.42857142857142855,0.42857142857142855,other,Bajo,0.011142857142857144
10,Main,Zilean,2,2.6,,2,1.0,0,2,0.0,0.5,1.0,4.0,4.5,250.5,7.68,10.7,328.0,9500.0,290.0,60.0,6.7,20.8,4.5,4.5,other,Bajo,0.117
10,Main,Karthus,2,2.6,1.0,1,1.0,0,1,0.0,3.0,6.0,7.0,1.67,242.0,7.43,11.6,355.0,25200.0,773.0,66.7,20.0,21.8,1.6666666666666667,1.6666666666666667,other,Bajo,0.04333333333333334
10,Main,Gnar,1,1.3,,1,1.0,1,0,100.0,1.0,2.0,7.0,4.0,281.0,8.55,13.0,395.0,11700.0,356.0,50.0,6.3,20.0,4.0,104.0,other,Bajo,1.352
10,Main,Maokai,1,1.3,,1,1.0,1,0,100.0,1.0,3.0,8.0,3.0,245.0,8.17,11.0,368.0,16600.0,553.0,69.2,7.7,18.5,3.0,103.0,other,Bajo,1.339
10,Main,Nocturne,1,1.3,,1,1.0,1,0,100.0,5.0,3.0,5.0,3.33,266.0,8.27,13.3,415.0,10600.0,331.0,66.7,33.3,22.6,3.3333333333333335,103.33333333333333,other,Bajo,1.3433333333333335
10,Main,Rengar,1,1.3,,1,1.0,1,0,100.0,2.0,1.0,10.0,12.0,211.0,6.08,11.9,344.0,10600.0,306.0,60.0,10.0,18.4,12.0,112.0,other,Bajo,1.456
10,Main,Singed,1,1.3,,1,1.0,1,0,100.0,2.0,3.0,8.0,3.33,263.0,7.8,12.9,382.0,11500.0,341.0,66.7,13.3,20.6,3.3333333333333335,103.33333333333333,other,Bajo,1.3433333333333335
10,Main,Vayne,1,1.3,,1,1.0,1,0,100.0,11.0,1.0,2.0,13.0,238.0,7.93,14.1,469.0,12100.0,404.0,56.5,47.8,23.8,13.0,113.0,other,Bajo,1.469
10,Main,Kayle,1,1.3,,1,1.0,0,1,0.0,0.0,2.0,0.0,0.0,250.0,9.33,9.9,368.0,13400.0,499.0,0.0,0.0,23.3,0.0,0.0,other,Bajo,0.0
10,Main,Kha'Zix,1,1.3,,1,1.0,0,1,0.0,2.0,6.0,4.0,1.0,154.0,5.18,8.8,297.0,9800.0,330.0,100.0,33.3,18.8,1.0,1.0,other,Bajo,0.013000000000000001
10,Main,LeBlanc,1,1.3,,1,1.0,0,1,0.0,2.0,4.0,4.0,1.5,289.0,7.83,13.7,371.0,11900.0,323.0,60.0,20.0,23.1,1.5,1.5,other,Bajo,0.019500000000000003
10,Main,Quinn,1,1.3,,1,1.0,0,1,0.0,2.0,4.0,6.0,2.0,262.0,8.15,12.7,394.0,16800.0,523.0,88.9,22.2,22.1,2.0,2.0,other,Bajo,0.026000000000000002
10,Main,Ryze,1,1.3,,1,1.0,0,1,0.0,1.0,4.0,4.0,1.25,177.0,7.45,7.7,324.0,5900.0,249.0,62.5,12.5,20.2,1.25,1.25,other,Bajo,0.01625
10,Main,Urgot,1,1.3,,1,1.0,0,1,0.0,3.0,4.0,1.0,1.0,239.0,7.27,11.5,349.0,8000.0,243.0,66.7,50.0,22.1,1.0,1.0,other,Bajo,0.013000000000000001
11,Play in,Yone,12,31.6,8.0,4,3.0,0,4,0.0,1.5,4.5,4.5,1.33,254.0,7.75,11.6,356.0,11300.0,344.0,50.0,12.5,21.1,1.3333333333333333,1.3333333333333333,other,Medio,0.42133333333333334
11,Play in,Draven,10,26.3,9.0,1,1.0,1,0,100.0,10.0,2.0,4.0,7.0,353.0,9.64,20.5,561.0,28300.0,772.0,73.7,52.6,28.6,7.0,107.0,other,Medio,28.141
11,Play in,Gangplank,9,23.7,5.0,4,3.0,1,3,25.0,3.75,3.5,3.5,2.07,199.5,7.96,11.1,442.0,15600.0,623.0,56.9,29.4,24.0,2.0714285714285716,27.071428571428573,other,Medio,6.415928571428571
11,Play in,Poppy,6,15.8,5.0,1,1.0,1,0,100.0,2.0,3.0,7.0,3.0,183.0,6.98,9.8,375.0,11800.0,449.0,39.1,8.7,17.9,3.0,103.0,other,Bajo,16.274
11,Play in,Jax,5,13.2,3.0,2,2.0,1,1,50.0,4.5,2.5,5.5,4.0,297.0,8.72,14.6,429.0,21100.0,620.0,71.4,32.1,23.7,4.0,54.0,other,Bajo,7.127999999999999
11,Play in,Olaf,4,10.5,1.0,3,2.0,1,2,33.3,6.33,3.0,4.67,3.67,202.0,6.5,12.0,385.0,16200.0,520.0,70.2,40.4,20.7,3.6666666666666665,36.96666666666666,other,Bajo,3.881499999999999
11,Play in,Galio,4,10.5,3.0,1,1.0,0,1,0.0,0.0,2.0,4.0,2.0,177.0,7.19,7.3,298.0,7400.0,302.0,80.0,0.0,20.2,2.0,2.0,other,Bajo,0.21
11,Play in,Akali,3,7.9,,3,3.0,1,2,33.3,1.33,3.0,2.33,1.22,203.67,7.85,9.0,345.0,9400.0,362.0,32.4,11.8,20.4,1.22,34.519999999999996,other,Bajo,2.7270799999999995
11,Play in,Kled,3,7.9,,3,2.0,1,2,33.3,1.67,4.0,4.33,1.5,179.0,6.43,9.0,324.0,8400.0,301.0,41.9,11.6,18.8,1.5,34.8,other,Bajo,2.7492
11,Play in,Alistar,3,7.9,1.0,2,2.0,0,2,0.0,0.0,3.0,1.5,0.5,32.0,1.19,5.3,199.0,2500.0,94.0,33.3,0.0,13.0,0.5,0.5,other,Bajo,0.0395
11,Play in,Malphite,3,7.9,2.0,1,1.0,1,0,100.0,4.0,2.0,14.0,9.0,259.0,6.85,14.8,392.0,16000.0,424.0,69.2,15.4,19.7,9.0,109.0,other,Bajo,8.611
11,Play in,Nocturne,3,7.9,2.0,1,1.0,1,0,100.0,2.0,3.0,12.0,4.67,168.0,5.98,10.5,373.0,11100.0,396.0,56.0,8.0,17.6,4.666666666666667,104.66666666666667,other,Bajo,8.268666666666668
11,Play in,Sion,3,7.9,2.0,1,1.0,1,0,100.0,2.0,1.0,9.0,11.0,184.0,7.15,8.9,346.0,4400.0,171.0,57.9,10.5,18.3,11.0,111.0,other,Bajo,8.769
11,Play in,Nautilus,3,7.9,2.0,1,1.0,0,1,0.0,0.0,4.0,2.0,0.5,37.0,1.46,5.0,197.0,2000.0,78.0,33.3,0.0,13.6,0.5,0.5,other,Bajo,0.0395
11,Play in,Senna,2,5.3,,2,1.0,1,1,50.0,1.5,1.5,12.5,9.33,54.0,1.73,9.2,296.0,11900.0,381.0,84.8,9.1,16.7,9.333333333333334,59.333333333333336,other,Bajo,3.144666666666667
11,Play in,Xayah,2,5.3,,2,2.0,1,1,50.0,2.5,3.0,4.5,2.33,287.5,9.5,12.3,405.0,16800.0,556.0,46.7,16.7,22.5,2.3333333333333335,52.333333333333336,other,Bajo,2.7736666666666667
11,Play in,Zed,2,5.3,,2,2.0,1,1,50.0,1.5,3.0,1.5,1.0,191.0,7.09,8.9,331.0,9000.0,333.0,30.0,15.0,19.2,1.0,51.0,other,Bajo,2.7030000000000003
11,Play in,Trundle,2,5.3,,2,2.0,0,2,0.0,1.0,4.5,6.0,1.56,97.0,3.04,8.0,251.0,7100.0,221.0,77.8,11.1,15.7,1.5555555555555556,1.5555555555555556,other,Bajo,0.08244444444444443
11,Play in,Tahm Kench,2,5.3,1.0,1,1.0,1,0,100.0,4.0,0.0,7.0,11.0,286.0,7.81,14.7,401.0,11700.0,319.0,57.9,21.1,20.5,11.0,111.0,other,Bajo,5.882999999999999
11,Play in,Kalista,2,5.3,1.0,1,1.0,0,1,0.0,1.0,4.0,3.0,1.0,246.0,8.75,10.7,381.0,9800.0,349.0,44.4,11.1,20.9,1.0,1.0,other,Bajo,0.053
11,Play in,Karma,2,5.3,1.0,1,1.0,0,1,0.0,1.0,3.0,3.0,1.33,35.0,0.86,8.3,203.0,9200.0,225.0,80.0,20.0,12.4,1.3333333333333333,1.3333333333333333,other,Bajo,0.07066666666666667
11,Play in,Ornn,2,5.3,1.0,1,1.0,0,1,0.0,1.0,2.0,3.0,2.0,183.0,7.28,7.9,313.0,8100.0,323.0,80.0,20.0,20.5,2.0,2.0,other,Bajo,0.106
11,Play in,Rumble,2,5.3,1.0,1,1.0,0,1,0.0,6.0,2.0,5.0,5.5,268.0,8.24,12.7,391.0,21100.0,647.0,50.0,27.3,21.9,5.5,5.5,other,Bajo,0.2915
11,Play in,Sejuani,2,5.3,1.0,1,1.0,0,1,0.0,0.0,4.0,5.0,1.25,220.0,5.4,11.3,278.0,10600.0,260.0,100.0,0.0,17.1,1.25,1.25,other,Bajo,0.06625
11,Play in,Bard,1,2.6,,1,1.0,1,0,100.0,1.0,0.0,10.0,11.0,22.0,0.64,8.6,250.0,5500.0,160.0,64.7,5.9,13.4,11.0,111.0,other,Bajo,2.886
11,Play in,Lissandra,1,2.6,,1,1.0,1,0,100.0,3.0,2.0,7.0,5.0,208.0,8.85,9.6,410.0,12800.0,544.0,47.6,14.3,19.4,5.0,105.0,other,Bajo,2.73
11,Play in,Jhin,1,2.6,,1,1.0,0,1,0.0,1.0,0.0,1.0,2.0,303.0,10.66,11.6,407.0,7100.0,248.0,50.0,25.0,26.5,2.0,2.0,other,Bajo,0.052000000000000005
11,Play in,Lulu,1,2.6,,1,1.0,0,1,0.0,1.0,3.0,3.0,1.33,14.0,0.48,6.5,222.0,2800.0,97.0,80.0,20.0,14.2,1.3333333333333333,1.3333333333333333,other,Bajo,0.034666666666666665
11,Play in,Rell,1,2.6,,1,1.0,0,1,0.0,1.0,2.0,8.0,4.5,28.0,1.09,5.9,230.0,4100.0,159.0,81.8,9.1,13.8,4.5,4.5,other,Bajo,0.117
11,Play in,Shen,1,2.6,,1,1.0,0,1,0.0,0.0,5.0,2.0,0.4,137.0,6.29,6.0,274.0,6800.0,312.0,25.0,0.0,17.7,0.4,0.4,other,Bajo,0.0104
11,Play in,Tristana,1,2.6,,1,1.0,0,1,0.0,1.0,4.0,3.0,1.0,220.0,7.73,9.6,337.0,3600.0,125.0,66.7,16.7,21.2,1.0,1.0,other,Bajo,0.026000000000000002
11,Play in,Vayne,1,2.6,,1,1.0,0,1,0.0,4.0,3.0,2.0,2.0,181.0,7.87,10.7,464.0,10300.0,449.0,66.7,44.4,28.0,2.0,2.0,other,Bajo,0.052000000000000005
11,Play in,Viego,1,2.6,,1,1.0,0,1,0.0,3.0,3.0,3.0,2.0,128.0,5.57,9.2,402.0,11100.0,484.0,66.7,33.3,24.3,2.0,2.0,other,Bajo,0.052000000000000005
11,Main,Draven,22,26.5,18.0,4,3.0,1,3,25.0,2.75,2.0,2.75,2.75,319.0,9.24,14.9,431.0,10900.0,315.0,55.0,27.5,25.2,2.75,27.75,other,Medio,7.35375
11,Main,Galio,11,13.3,8.0,3,2.0,1,2,33.3,2.67,3.33,7.67,3.1,225.33,6.06,12.1,325.0,12000.0,322.0,86.1,22.2,19.5,3.105105105105105,36.4051051051051,other,Bajo,4.841878978978979
11,Main,Sett,9,10.8,6.0,3,3.0,1,2,33.3,1.67,5.0,2.33,0.8,129.67,4.23,8.4,275.0,7600.0,246.0,46.2,19.2,16.6,0.8,34.099999999999994,other,Bajo,3.6828
11,Main,Tryndamere,9,10.8,6.0,3,3.0,0,3,0.0,5.0,4.33,4.67,2.23,386.33,8.72,19.3,436.0,23800.0,537.0,67.4,34.9,25.2,2.233256351039261,2.233256351039261,other,Bajo,0.24119168591224022
11,Main,Amumu,7,8.4,6.0,1,1.0,1,0,100.0,2.0,4.0,10.0,3.0,31.0,0.81,9.4,245.0,6000.0,155.0,52.2,8.7,12.5,3.0,103.0,other,Bajo,8.652000000000001
11,Main,Malphite,5,6.0,3.0,2,2.0,0,2,0.0,0.0,3.0,1.0,0.33,208.0,7.25,8.5,298.0,5700.0,197.0,28.6,0.0,19.7,0.3333333333333333,0.3333333333333333,other,Bajo,0.02
11,Main,Rumble,4,4.8,1.0,3,2.0,1,2,33.3,1.0,3.33,3.33,1.3,248.67,7.83,11.1,351.0,13100.0,414.0,52.0,12.0,20.6,1.3003003003003002,34.6003003003003,other,Bajo,1.6608144144144144
11,Main,Fiddlesticks,4,4.8,2.0,2,1.0,1,1,50.0,4.0,4.5,6.0,2.22,196.5,5.04,12.4,317.0,13400.0,345.0,66.7,26.7,18.1,2.2222222222222223,52.22222222222222,other,Bajo,2.5066666666666664
11,Main,Jinx,4,4.8,3.0,1,1.0,0,1,0.0,0.0,3.0,2.0,0.67,308.0,10.13,11.6,380.0,11400.0,376.0,66.7,0.0,23.6,0.6666666666666666,0.6666666666666666,other,Bajo,0.032
11,Main,Taliyah,4,4.8,3.0,1,1.0,0,1,0.0,2.0,5.0,3.0,1.0,191.0,5.45,10.8,308.0,10500.0,299.0,55.6,22.2,18.0,1.0,1.0,other,Bajo,0.048
11,Main,Pyke,3,3.6,,3,3.0,1,2,33.3,4.33,5.0,6.33,2.13,47.67,1.32,10.8,298.0,7300.0,203.0,59.3,24.1,16.7,2.132,35.431999999999995,other,Bajo,1.2755519999999998
11,Main,Shen,3,3.6,,3,3.0,1,2,33.3,1.33,3.0,9.67,3.67,45.33,1.19,9.1,238.0,4300.0,113.0,82.5,10.0,13.5,3.6666666666666665,36.96666666666666,other,Bajo,1.3307999999999998
11,Main,Viktor,3,3.6,,3,2.0,0,3,0.0,4.33,4.0,5.0,2.33,373.0,8.75,17.2,403.0,31600.0,741.0,65.1,30.2,24.1,2.3325,2.3325,other,Bajo,0.08397
11,Main,Annie,3,3.6,1.0,2,1.0,1,1,50.0,3.0,3.0,9.0,4.0,156.5,5.56,9.3,330.0,11100.0,396.0,77.4,19.4,18.0,4.0,54.0,other,Bajo,1.944
11,Main,Varus,3,3.6,1.0,2,1.0,0,2,0.0,0.5,3.0,0.5,0.33,251.5,8.4,10.0,332.0,18000.0,600.0,66.7,33.3,22.2,0.3333333333333333,0.3333333333333333,other,Bajo,0.012
11,Main,Lillia,2,2.4,,2,2.0,1,1,50.0,3.5,4.0,5.0,2.13,151.0,6.67,9.0,396.0,10000.0,443.0,89.5,36.8,21.6,2.125,52.125,other,Bajo,1.251
11,Main,Maokai,2,2.4,,2,1.0,1,1,50.0,1.0,3.5,7.5,2.43,51.0,1.53,8.0,240.0,13800.0,413.0,68.0,8.0,13.5,2.4285714285714284,52.42857142857143,other,Bajo,1.2582857142857142
11,Main,Kassadin,2,2.4,1.0,1,1.0,1,0,100.0,8.0,2.0,8.0,8.0,321.0,8.24,17.9,458.0,32800.0,843.0,76.2,38.1,23.4,8.0,108.0,other,Bajo,2.592
11,Main,Kalista,2,2.4,1.0,1,1.0,0,1,0.0,6.0,4.0,11.0,4.25,395.0,8.41,20.5,435.0,23900.0,509.0,89.5,31.6,25.4,4.25,4.25,other,Bajo,0.102
11,Main,Xayah,2,2.4,1.0,1,1.0,0,1,0.0,0.0,5.0,5.0,1.0,306.0,8.36,12.5,342.0,8800.0,240.0,33.3,0.0,19.7,1.0,1.0,other,Bajo,0.024
11,Main,Ashe,1,1.2,,1,1.0,0,1,0.0,2.0,6.0,5.0,1.17,226.0,7.33,11.1,358.0,12600.0,410.0,53.8,15.4,20.5,1.1666666666666667,1.1666666666666667,other,Bajo,0.014000000000000002
11,Main,Sejuani,1,1.2,,1,1.0,0,1,0.0,4.0,3.0,11.0,5.0,169.0,4.39,11.5,298.0,12600.0,326.0,100.0,26.7,17.4,5.0,5.0,other,Bajo,0.06
11,Main,Seraphine,1,1.2,,1,1.0,0,1,0.0,2.0,1.0,8.0,10.0,302.0,8.1,14.4,386.0,12200.0,326.0,90.9,18.2,23.5,10.0,10.0,other,Bajo,0.12
11,Main,Shaco,1,1.2,,1,1.0,0,1,0.0,0.0,4.0,1.0,0.25,125.0,4.62,6.7,247.0,3800.0,141.0,25.0,0.0,17.1,0.25,0.25,other,Bajo,0.003
11,Main,Yone,1,1.2,,1,1.0,0,1,0.0,2.0,3.0,4.0,2.0,291.0,8.3,14.0,400.0,8600.0,245.0,66.7,22.2,23.4,2.0,2.0,other,Bajo,0.024
12,Play in,Caitlyn,28,59.6,24.0,4,4.0,0,4,0.0,3.0,1.75,2.5,3.14,322.25,9.58,14.1,418.0,21000.0,624.0,64.7,35.3,25.3,3.142857142857143,3.142857142857143,other,Alto,1.8731428571428572
12,Play in,Draven,17,36.2,15.0,2,1.0,0,2,0.0,2.5,3.0,1.5,1.33,270.5,8.74,13.2,426.0,16700.0,539.0,61.5,38.5,26.3,1.3333333333333333,1.3333333333333333,other,Medio,0.48266666666666663
12,Play in,Ornn,13,27.7,9.0,4,3.0,1,3,25.0,1.0,3.75,6.0,1.87,198.75,6.51,9.3,305.0,11300.0,371.0,56.0,8.0,17.9,1.8666666666666667,26.866666666666667,other,Medio,7.442066666666667
12,Play in,Poppy,11,23.4,9.0,2,2.0,1,1,50.0,1.0,4.0,7.5,2.13,106.0,4.06,7.7,297.0,7300.0,279.0,54.8,6.5,16.0,2.125,52.125,other,Medio,12.197249999999999
12,Play in,Galio,9,19.1,3.0,6,4.0,1,5,16.7,1.17,3.17,8.33,3.0,226.33,7.6,10.2,344.0,14100.0,475.0,79.2,9.7,20.4,2.996845425867508,19.696845425867508,other,Bajo,3.7620974763406947
12,Play in,Vi,9,19.1,5.0,4,3.0,1,3,25.0,2.0,2.5,3.25,2.1,177.5,4.88,10.6,290.0,6100.0,167.0,70.0,26.7,17.2,2.1,27.1,other,Bajo,5.1761
12,Play in,Renekton,9,19.1,7.0,2,2.0,0,2,0.0,1.0,3.0,3.5,1.5,266.0,7.99,11.4,342.0,13500.0,405.0,69.2,15.4,21.4,1.5,1.5,other,Bajo,0.28650000000000003
12,Play in,Braum,8,17.0,3.0,5,4.0,1,4,20.0,0.6,3.8,5.8,1.68,34.0,1.15,6.6,222.0,4100.0,137.0,61.5,5.8,12.9,1.6842105263157894,21.684210526315788,other,Bajo,3.6863157894736838
12,Play in,Jax,8,17.0,3.0,5,3.0,1,4,20.0,3.0,3.6,1.8,1.33,268.0,8.09,13.2,399.0,13900.0,421.0,45.3,28.3,23.5,1.3333333333333333,21.333333333333332,other,Bajo,3.6266666666666665
12,Play in,Gwen,8,17.0,4.0,4,3.0,1,3,25.0,3.0,2.75,1.5,1.64,262.5,8.39,12.3,394.0,15900.0,509.0,52.9,35.3,22.9,1.6363636363636365,26.636363636363637,other,Bajo,4.528181818181818
12,Play in,Camille,7,14.9,3.0,4,4.0,1,3,25.0,3.0,5.0,3.75,1.35,231.5,7.5,11.6,375.0,17000.0,551.0,56.3,25.0,22.1,1.35,26.35,other,Bajo,3.9261500000000003
12,Play in,Xayah,7,14.9,4.0,3,3.0,0,3,0.0,1.33,2.67,2.33,1.38,275.33,9.39,11.0,376.0,10500.0,357.0,61.1,22.2,24.0,1.3707865168539326,1.3707865168539326,other,Bajo,0.20424719101123595
12,Play in,Pantheon,7,14.9,6.0,1,1.0,0,1,0.0,5.0,4.0,6.0,2.75,178.0,5.33,11.8,354.0,19200.0,573.0,78.6,35.7,19.8,2.75,2.75,other,Bajo,0.40975
12,Play in,Renata Glasc,6,12.8,3.0,3,2.0,1,2,33.3,0.33,2.33,8.0,3.57,23.67,0.86,6.6,239.0,4800.0,173.0,78.1,3.1,13.9,3.575107296137339,36.87510729613734,other,Bajo,4.72001373390558
12,Play in,Swain,6,12.8,4.0,2,2.0,1,1,50.0,2.5,3.0,8.0,3.5,234.5,7.25,11.5,356.0,18200.0,563.0,80.8,19.2,20.0,3.5,53.5,other,Bajo,6.848000000000001
12,Play in,Ahri,6,12.8,5.0,1,1.0,1,0,100.0,3.0,3.0,6.0,3.0,338.0,8.4,16.0,397.0,18100.0,450.0,50.0,16.7,21.9,3.0,103.0,other,Bajo,13.184000000000001
12,Play in,Lillia,5,10.6,1.0,4,3.0,1,3,25.0,2.25,3.0,5.5,2.58,237.0,7.75,11.2,367.0,14600.0,478.0,62.0,18.0,21.4,2.5833333333333335,27.583333333333332,other,Bajo,2.923833333333333
12,Play in,Mordekaiser,4,8.5,2.0,2,2.0,1,1,50.0,4.5,1.5,7.0,7.67,242.5,7.91,13.4,437.0,16300.0,533.0,63.9,25.0,22.4,7.666666666666667,57.666666666666664,other,Bajo,4.901666666666666
12,Play in,Olaf,4,8.5,3.0,1,1.0,1,0,100.0,9.0,6.0,4.0,2.17,362.0,8.08,21.5,481.0,33400.0,746.0,72.2,50.0,25.9,2.1666666666666665,102.16666666666667,other,Bajo,8.684166666666668
12,Play in,Jarvan IV,4,8.5,3.0,1,1.0,0,1,0.0,0.0,5.0,11.0,2.2,154.0,4.15,9.7,261.0,11500.0,310.0,100.0,0.0,16.0,2.2,2.2,other,Bajo,0.18700000000000003
12,Play in,Wukong,3,6.4,,3,3.0,1,2,33.3,5.0,3.0,6.67,3.89,174.33,5.38,12.0,370.0,13100.0,403.0,81.4,34.9,21.5,3.89,37.19,other,Bajo,2.38016
12,Play in,Zac,3,6.4,1.0,2,1.0,1,1,50.0,1.5,2.5,8.0,3.8,220.5,6.52,11.6,342.0,10700.0,316.0,67.9,10.7,19.2,3.8,53.8,other,Bajo,3.4432
12,Play in,Morgana,3,6.4,1.0,2,2.0,0,2,0.0,0.0,5.0,9.5,1.9,23.0,0.6,8.1,210.0,7300.0,190.0,73.1,0.0,12.3,1.9,1.9,other,Bajo,0.1216
12,Play in,Nilah,3,6.4,1.0,2,2.0,0,2,0.0,2.5,2.0,5.0,3.75,354.5,9.65,15.1,411.0,14900.0,406.0,75.0,25.0,25.3,3.75,3.75,other,Bajo,0.24
12,Play in,Rakan,3,6.4,1.0,2,2.0,0,2,0.0,0.0,3.5,6.0,1.71,37.0,1.17,6.5,207.0,2600.0,81.0,80.0,0.0,13.0,1.7142857142857142,1.7142857142857142,other,Bajo,0.10971428571428571
12,Play in,Zoe,3,6.4,2.0,1,1.0,1,0,100.0,5.0,0.0,11.0,16.0,196.0,8.52,10.2,443.0,16200.0,704.0,76.2,23.8,21.8,16.0,116.0,other,Bajo,7.424000000000001
12,Play in,Taric,2,4.3,1.0,1,1.0,1,0,100.0,0.0,3.0,17.0,5.67,45.0,1.27,8.9,251.0,3400.0,97.0,68.0,0.0,13.4,5.666666666666667,105.66666666666667,other,Bajo,4.543666666666667
12,Play in,Irelia,2,4.3,1.0,1,1.0,0,1,0.0,0.0,4.0,2.0,0.5,193.0,7.74,7.5,301.0,6800.0,272.0,66.7,0.0,20.3,0.5,0.5,other,Bajo,0.0215
12,Play in,Lux,2,4.3,1.0,1,1.0,0,1,0.0,0.0,3.0,0.0,0.0,30.0,1.02,5.9,202.0,6500.0,222.0,0.0,0.0,13.0,0.0,0.0,other,Bajo,0.0
12,Play in,Samira,2,4.3,1.0,1,1.0,0,1,0.0,1.0,4.0,7.0,2.0,298.0,9.68,11.8,382.0,9400.0,306.0,66.7,8.3,23.6,2.0,2.0,other,Bajo,0.086
12,Play in,Gragas,1,2.1,,1,1.0,1,0,100.0,3.0,0.0,6.0,9.0,271.0,8.25,13.3,405.0,20000.0,609.0,39.1,13.0,20.1,9.0,109.0,other,Bajo,2.289
12,Play in,Jinx,1,2.1,,1,1.0,1,0,100.0,3.0,1.0,7.0,10.0,292.0,9.14,13.3,417.0,17000.0,532.0,62.5,18.8,20.4,10.0,110.0,other,Bajo,2.31
12,Play in,Lucian,1,2.1,,1,1.0,1,0,100.0,7.0,0.0,7.0,14.0,372.0,10.52,18.5,524.0,29500.0,835.0,82.4,41.2,25.7,14.0,114.0,other,Bajo,2.394
12,Play in,Nami,1,2.1,,1,1.0,1,0,100.0,0.0,1.0,14.0,14.0,15.0,0.42,8.8,248.0,4300.0,122.0,82.4,0.0,12.2,14.0,114.0,other,Bajo,2.394
12,Play in,Syndra,1,2.1,,1,1.0,1,0,100.0,6.0,1.0,13.0,19.0,220.0,8.42,12.7,486.0,18600.0,712.0,57.6,18.2,20.1,19.0,119.0,other,Bajo,2.499
12,Play in,Vayne,1,2.1,,1,1.0,1,0,100.0,6.0,3.0,4.0,3.33,163.0,6.62,10.4,424.0,12900.0,524.0,58.8,35.3,20.6,3.3333333333333335,103.33333333333333,other,Bajo,2.17
12,Play in,Ashe,1,2.1,,1,1.0,0,1,0.0,4.0,7.0,7.0,1.57,217.0,7.52,11.3,392.0,21300.0,738.0,61.1,22.2,22.3,1.5714285714285714,1.5714285714285714,other,Bajo,0.033
12,Play in,Garen,1,2.1,,1,1.0,0,1,0.0,5.0,5.0,1.0,1.2,203.0,6.59,10.9,353.0,10300.0,334.0,50.0,41.7,21.8,1.2,1.2,other,Bajo,0.0252
12,Play in,Rumble,1,2.1,,1,1.0,0,1,0.0,0.0,2.0,5.0,2.5,309.0,8.18,13.2,349.0,14400.0,381.0,71.4,0.0,21.6,2.5,2.5,other,Bajo,0.0525
12,Play in,Sion,1,2.1,,1,1.0,0,1,0.0,1.0,4.0,1.0,0.5,215.0,8.23,8.6,331.0,8700.0,333.0,33.3,16.7,21.9,0.5,0.5,other,Bajo,0.0105
12,Play in,Soraka,1,2.1,,1,1.0,0,1,0.0,1.0,4.0,11.0,3.0,13.0,0.32,8.3,207.0,3600.0,90.0,85.7,7.1,12.4,3.0,3.0,other,Bajo,0.063
12,Play in,Teemo,1,2.1,,1,1.0,0,1,0.0,1.0,9.0,3.0,0.44,145.0,5.55,7.4,285.0,13500.0,516.0,66.7,16.7,18.8,0.4444444444444444,0.4444444444444444,other,Bajo,0.009333333333333334
12,Play in,Tryndamere,1,2.1,,1,1.0,0,1,0.0,2.0,4.0,1.0,0.75,323.0,9.13,13.5,382.0,12500.0,353.0,75.0,50.0,24.4,0.75,0.75,other,Bajo,0.01575
12,Play in,Vladimir,1,2.1,,1,1.0,0,1,0.0,2.0,1.0,0.0,2.0,206.0,8.09,8.5,334.0,10200.0,401.0,33.3,33.3,22.6,2.0,2.0,other,Bajo,0.042
